propertyType,features,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,assessorID,legalDescription,property_id
Single Family,"{""architectureType"": ""Colonial"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Combination"", ""fireplace"": true, ""floorCount"": 2, ""foundationType"": ""Slab"", ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Composition Shingle"", ""roomCount"": 7, ""unitCount"": 1}",3.0,2.0,1538.0,16018.0,1990.0,812-729-5592,0130040000B 0007; MITCHELTREE SC C BL B LT 7 7 B2 55,383
Single Family,"{""floorCount"": 2, ""garage"": true, ""garageType"": ""Garage"", ""unitCount"": 1}",2.0,1.0,1254.0,0.0,1995.0,02-58450-03-027,7 2 BRISTOL RIDGE CARRIAGE HOMES CIC #148 UNIT #27 1/148 INT BEING PT OF OUTLOT A & LOTS 1 THRU 9 BLK 1 & LOTS 1 THRU,384
Single Family,"{""architectureType"": ""Ranch"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""floorCount"": 1, ""garage"": true, ""garageType"": ""Carport"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roomCount"": 5, ""unitCount"": 1}",3.0,1.0,888.0,7562.0,1959.0,08J-3-3-102-0,ROLLING MEADOWS PLAT 2,385
Single Family,"{""architectureType"": ""Ranch"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick Veneer"", ""floorCount"": 1, ""foundationType"": ""Brick"", ""garage"": true, ""garageType"": ""Carport"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Asphalt"", ""roomCount"": 5, ""unitCount"": 1}",3.0,2.0,1304.0,23087.0,1973.0,27000,H/L 3226 GREENTREE ACRES,386
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Asphalt"", ""roomCount"": 4, ""unitCount"": 1}",3.0,2.0,1208.0,9000.0,2001.0,79-08-30-181-003.000-009,SADDLEBROOK ESTATES PH 3 PT 1 LOT 259,387
Single Family,"{""architectureType"": ""Ranch"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""fireplace"": true, ""floorCount"": 1, ""garage"": true, ""garageType"": ""Carport"", ""heating"": true, ""heatingType"": ""Hot Water"", ""roofType"": ""Asphalt"", ""roomCount"": 7, ""unitCount"": 1}",3.0,2.0,1382.0,15682.0,1956.0,BLOO M:25 L:349,LOT:349 CITY/MUNI/TWP:BLOOMFIELD,388
Single Family,"{""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Garage"", ""unitCount"": 1}",3.0,1.5,1290.0,9000.0,1961.0,542-461-03-00,TR 1129 BLK 8*LOT 16*,389
Single Family,"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""fireplace"": true, ""floorCount"": 2, ""foundationType"": ""Other"", ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Central"", ""roomCount"": 7, ""unitCount"": 1}",0.0,3.0,3462.0,8712.0,2001.0,0743.03-44-9761 0282002,LO17 SHERWOOD GREENS PH4 BM2000-01465,390
Single Family,"{""exteriorType"": ""Brick Veneer"", ""fireplace"": true, ""floorCount"": 1, ""foundationType"": ""Footing"", ""garage"": true, ""garageType"": ""Carport"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Composition Shingle""}",3.0,1.0,2440.0,28125.0,1950.0,11-335-B-00B-0008,P=4-97&5-2 BB L8-10&49-51 BK2484-1800 MI,391
Single Family,NaN,3.0,3.0,2807.0,0.0,0.0,Unknown,Not available,392
Unknown,NaN,2.0,2.0,1152.0,0.0,0.0,Unknown,Not available,393
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Other"", ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Shingle"", ""unitCount"": 1}",3.0,2.0,2168.0,0.0,2010.0,40-1N-28-0090-45700-0030,AVALON BEACH LOTS 3 4 5 & 6 BLK 457 AS DES IN OR 535 PG 518 (HIS LOTS 4&5) & IN OR 899 PG 449 (BOTH NAMES LOT 6) & IN OR 954,394
Single Family,"{""unitCount"": 1}",0.0,0.0,2000.0,0.0,1978.0,1813331,"WARD: 3-0, SUBDIVISION: BARKLEY PLACE, LOT: 106.",395
Single Family,"{""architectureType"": ""Modern"", ""cooling"": true, ""coolingType"": ""Central"", ""fireplace"": true, ""floorCount"": 2, ""garage"": true, ""garageSpaces"": 3, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Tile"", ""roomCount"": 8, ""unitCount"": 1, ""viewType"": ""Average""}",4.0,2.5,2025.0,5600.0,1987.0,1031-321-46-0000,TRACT 12625 LOT 381,396
Single Family,"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Wood"", ""fireplace"": true, ""fireplaceType"": ""2 Story"", ""floorCount"": 2, ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Heat Pump"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",4.0,3.0,2544.0,66211.0,1989.0,02-287-90035571,LT 20 SC 1 PL 3 2807 CLOVE LN GINGERVILLE WOODS,397
Single Family,"{""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Stucco"", ""floorCount"": 1, ""foundationType"": ""Footing"", ""garage"": true, ""garageType"": ""Mixed"", ""heating"": true, ""heatingType"": ""Heat Pump"", ""roofType"": ""Asphalt"", ""unitCount"": 1}",2.0,1.5,1036.0,19201.0,2002.0,19E-19S-02-0010-00240-076.0,INVERNESS HGLDS UNIT 1 LOTS 76 77 78 79 80 81 82 & 83 BLK 24,398
Single Family,"{""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Heat Pump"", ""roofType"": ""Composition Shingle"", ""roomCount"": 5}",3.0,2.0,1608.0,7841.0,2005.0,7-103-2 -318,LOT 318 CREEKSIDE VILLAGE SCT 1-A REVISED,399
Condo,"{""architectureType"": ""Condo / Apartment"", ""heating"": true, ""heatingType"": ""Central"", ""unitCount"": 1}",3.0,3.0,1530.0,6143.0,1994.0,7458-008-053,VISTA DEL ORO POR OF LOT 1 BLK 14 CONDO UNIT 3,400
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick Veneer"", ""fireplace"": true, ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",3.0,2.0,2125.0,12868.0,1997.0,497900-0006-0520,"PEBBLE CREEK PH 1F, BLOCK 6, LOT 52",401
Single Family,"{""architectureType"": ""Condo / Apartment"", ""garage"": true, ""garageType"": ""Garage"", ""unitCount"": 1, ""pool"": true}",3.0,2.0,3244.0,2631.0,2006.0,06-43-47-05-40-000-0260,TRIESTE AT BOCA LT 26,402
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick"", ""fireplace"": true, ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle"", ""roomCount"": 8, ""unitCount"": 1}",4.0,3.0,2562.0,0.0,1991.0,R-2586-00F-0150-1,"HUNTERS GLEN ELEVEN (CPL), BLK F, LOT 15",403
Condo,"{""architectureType"": ""Condo / Apartment"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Brick"", ""floorCount"": 2, ""foundationType"": ""Slab / Mat / Raft"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Shingle"", ""roomCount"": 4}",2.0,1.5,1141.0,0.0,2008.0,30-04-20-4-008-410.003,UNIT 413 TRADITIONS,404
Apartment,NaN,2.0,2.0,962.0,0.0,0.0,Unknown,Not available,405
Single Family,"{""cooling"": true, ""coolingType"": ""Commercial"", ""floorCount"": 2, ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Forced Air""}",3.0,2.0,1404.0,18339.0,1964.0,07-36-556-009,LOT 156 VAN SLYKE MANOR NO 3 AND A PARCEL OF LAND BEG AT SW COR OF SAID LOT 156 TH S 99 FT TH E 73.46 FT TH N 99 FT TH W,406
Single Family,"{""architectureType"": ""Traditional"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick Veneer"", ""floorCount"": 1, ""foundationType"": ""Other"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle"", ""roomCount"": 5}",3.0,1.0,1183.0,10500.0,1967.0,0100-00-054-003-0-003-00,W 70' OF E 80' OF LOT 3 BLK 54 SO MCALESTER,407
Single Family,"{""architectureType"": ""Colonial"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""floorCount"": 2, ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Asphalt"", ""roomCount"": 7, ""unitCount"": 1}",3.0,1.5,1796.0,12872.0,1961.0,NORW M:00011 B:00016 L:00114,LOT:114 BLK:16 DIST:220 CITY/MUNI/TWP:NORWOOD,408
Single Family,"{""exteriorType"": ""Brick"", ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1, ""cooling"": true, ""coolingType"": ""Central""}",0.0,2.0,2290.0,18478.0,1959.0,00.0090.0002.0003.00.06.06,"ALICE STALLINGS, BLOCK B, LOT 3; & HOUSE & HOUSE",409
Single Family,"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Commercial"", ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Central"", ""roomCount"": 7, ""unitCount"": 1}",3.0,1.0,1063.0,7936.0,1953.0,2134-009-010,TRACT # 17755 LOT 79,410
Single Family,"{""architectureType"": ""Ranch"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick"", ""floorCount"": 1, ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roomCount"": 5}",3.0,1.0,1130.0,8250.0,1957.0,26-0-017386,LOT 16& 1/2 OF 17 - IMPRS. PB1 PG255 SL43,411
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Central"", ""pool"": true, ""unitCount"": 1, ""architectureType"": ""Cape Cod""}",4.0,2.5,1991.0,8076.0,1975.0,013-242-015-000,PAR E PMOR 6-59,412
Single Family,"{""architectureType"": ""Colonial"", ""cooling"": true, ""exteriorType"": ""Other"", ""fireplace"": true, ""floorCount"": 2, ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Detached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""unitCount"": 1, ""coolingType"": ""Commercial""}",4.0,2.5,1871.0,11369.0,1962.0,76-24-15-478-012,"T1N,R10E,SEC 15 29 EVERGREEN TRAIL SUBN LOT 29",413
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""fireplace"": true, ""foundationType"": ""Other"", ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Heat Pump"", ""unitCount"": 1}",3.0,2.5,2027.0,2614.0,2011.0,0218079,TANNER WOODS,414
Single Family,"{""architectureType"": ""Colonial"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Wood Shingle"", ""fireplace"": true, ""floorCount"": 2, ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roomCount"": 8, ""unitCount"": 1}",4.0,2.5,2948.0,10019.0,2002.0,26-000-LI-0416.00-00000,LOT 216,415
Single Family,"{""architectureType"": ""Split Level"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Stucco"", ""fireplace"": true, ""fireplaceType"": ""Prefab"", ""floorCount"": 2, ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Heat Pump"", ""roomCount"": 9, ""unitCount"": 1}",4.0,2.5,2607.0,19088.0,1993.0,19018500920,DIST:4 CITY/MUNI/TWP:MARIETTA SUBD:CHARLTON FORGE,416
Single Family,"{""fireplace"": true, ""fireplaceType"": ""Prefab"", ""floorCount"": 1, ""garage"": true, ""garageType"": ""Attached"", ""unitCount"": 1}",0.0,0.0,1663.0,0.0,1988.0,243-07-08-012,ASSESSMENT DISTRICT: 330HUNTERS WOOD (CROWFIELD),417
